rnum,rank,rankInten,rankOldAndNew,movieCd,movieNm,openDt,salesAmt,salesShare,salesInten,salesChange,salesAcc,audiCnt,audiInten,audiChange,audiAcc,scrnCnt,showCnt
1,1,0,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,570805300,31.4,-22817800,-3.8,8478579688,74211,-2958,-3.8,1056852,912,3224
2,2,0,OLD,20068576,그날의 분위기,2016-01-14,298717300,16.4,15256900,5.4,3771740112,39483,1978,5.3,475388,528,2361
3,3,0,OLD,20136068,히말라야,2015-12-16,182608700,10.1,-4137400,-2.2,58581303615,24867,-583,-2.3,7551256,487,1530
4,4,0,OLD,20155422,굿 다이노,2016-01-07,156147000,8.6,-3459400,-2.2,7975132100,23191,-299,-1.3,1081448,530,1357
5,5,0,OLD,20150025,내부자들: 디 오리지널,2015-12-31,141506800,7.8,-4740500,-3.2,15582033575,18512,-606,-3.2,1909492,531,1301
6,6,0,OLD,20157158,구스범스,2016-01-14,132021200,7.3,-935300,-0.7,1771770312,18277,-229,-1.2,237196,458,1367
7,7,1,OLD,20157042,셜록: 유령신부,2016-01-02,31869900,1.8,4041500,14.5,9948563049,4280,512,13.6,1273087,217,384
8,8,-1,OLD,20153087,포인트 브레이크,2016-01-07,32428600,1.8,-1402200,-4.1,2307956051,4265,-184,-4.1,292174,236,500
9,9,1,OLD,20150024,짱구는 못말려 극장판: 나의 이사 이야기 선인장 대습격,2016-01-07,23633600,1.3,-100600,-0.4,1307052400,3349,-40,-1.2,179809,210,279
10,10,1,OLD,20142641,나를 잊지 말아요,2016-01-07,23794300,1.3,2044000,9.4,3384787000,3175,263,9,423372,231,441
1,1,30,OLD,20158483,오빠생각,2016-01-21,571183100,26.8,568330100,19920.4,782299100,78467,78150,24653,103418,841,4150
2,2,-1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,490551900,23,-80253400,-14.1,8969131588,63500,-10711,-14.4,1120352,711,2592
3,3,0,NEW,20159199,빅쇼트,2016-01-21,212205500,9.9,212205500,100,223535500,27454,27454,100,28810,394,1236
4,4,0,OLD,20155422,굿 다이노,2016-01-07,144211300,6.8,-11935700,-7.6,8119343400,21715,-1476,-6.4,1103163,411,903
5,5,-3,OLD,20068576,그날의 분위기,2016-01-14,152013800,7.1,-146703500,-49.1,3923753912,19951,-19532,-49.5,495339,355,1092
6,6,-3,OLD,20136068,히말라야,2015-12-16,115608100,5.4,-67000600,-36.7,58696911715,15964,-8903,-35.8,7567220,395,856
7,7,-2,OLD,20150025,내부자들: 디 오리지널,2015-12-31,93758700,4.4,-47748100,-33.7,15675792275,12218,-6294,-34,1921710,347,654
8,8,0,NEW,20150461,스티브 잡스,2016-01-21,68012600,3.2,68012600,100,71946600,9164,9164,100,9626,381,1102
9,9,-3,OLD,20157158,구스범스,2016-01-14,59983000,2.8,-72038200,-54.6,1831753312,8435,-9842,-53.8,245631,231,430
10,10,29,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,43983200,2.1,42485200,2836.1,58256200,6768,6554,3062.6,8807,176,545
1,1,0,OLD,20158483,오빠생각,2016-01-21,646559917,25.4,75376817,13.2,1428859017,84019,5552,7.1,187437,851,4163
2,2,0,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,645178232,25.3,154626332,31.5,9614309820,77237,13737,21.6,1197589,737,2720
3,3,0,OLD,20159199,빅쇼트,2016-01-21,256955051,10.1,44749551,21.1,480490551,30485,3031,11,59295,424,1333
4,4,0,OLD,20155422,굿 다이노,2016-01-07,165766368,6.5,21555068,14.9,8285109768,23941,2226,10.3,1127104,435,931
5,5,0,OLD,20068576,그날의 분위기,2016-01-14,173997500,6.8,21983700,14.5,4097751412,21592,1641,8.2,516931,376,1121
6,6,0,OLD,20136068,히말라야,2015-12-16,131965400,5.2,16357300,14.1,58828877115,16905,941,5.9,7584125,407,905
7,7,0,OLD,20150025,내부자들: 디 오리지널,2015-12-31,127451300,5,33692600,35.9,15803243575,15436,3218,26.3,1937146,355,679
8,8,0,OLD,20150461,스티브 잡스,2016-01-21,73143751,2.9,5131151,7.5,145090351,9126,-38,-0.4,18752,384,1058
9,9,0,OLD,20157158,구스범스,2016-01-14,61405600,2.4,1422600,2.4,1893158912,8122,-313,-3.7,253753,232,434
10,10,0,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,42693700,1.7,-1289500,-2.9,100949900,6418,-350,-5.2,15225,171,537
1,1,1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,1447763930,26.5,802585698,124.4,11062073750,171339,94102,121.8,1368928,796,2950
2,2,-1,OLD,20158483,오빠생각,2016-01-21,1328269714,24.3,681709797,105.4,2757128731,168534,84515,100.6,355971,855,4121
3,3,1,OLD,20155422,굿 다이노,2016-01-07,507794170,9.3,342027802,206.3,8792903938,68362,44421,185.5,1195466,505,1209
4,4,-1,OLD,20159199,빅쇼트,2016-01-21,518189356,9.5,261234305,101.7,998679907,60912,30427,99.8,120207,472,1407
5,5,1,OLD,20136068,히말라야,2015-12-16,280371400,5.1,148406000,112.5,59109248515,35039,18134,107.3,7619164,434,953
6,6,-1,OLD,20068576,그날의 분위기,2016-01-14,283700700,5.2,109703200,63,4381452112,34686,13094,60.6,551617,394,1106
7,7,3,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,200365200,3.7,157671500,369.3,301315100,29735,23317,363.3,44960,200,644
8,8,-1,OLD,20150025,내부자들: 디 오리지널,2015-12-31,237118300,4.3,109667000,86,16040361875,28223,12787,82.8,1965369,378,692
9,9,0,OLD,20157158,구스범스,2016-01-14,131713600,2.4,70308000,114.5,2024872512,17348,9226,113.6,271101,244,454
10,10,-2,OLD,20150461,스티브 잡스,2016-01-21,109006356,2,35862605,49,254096707,13385,4259,46.7,32137,370,855
1,1,0,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,1278273600,27.1,-169490330,-11.7,12340347350,151866,-19473,-11.4,1520794,797,2862
2,2,0,OLD,20158483,오빠생각,2016-01-21,1166565700,24.8,-161704014,-12.2,3923694431,146119,-22415,-13.3,502090,840,3891
3,3,0,OLD,20155422,굿 다이노,2016-01-07,422508100,9,-85286070,-16.8,9215412038,55458,-12904,-18.9,1250924,504,1191
4,4,0,OLD,20159199,빅쇼트,2016-01-21,443509400,9.4,-74679956,-14.4,1442189307,51688,-9224,-15.1,171895,489,1393
5,5,0,OLD,20136068,히말라야,2015-12-16,263159400,5.6,-17212000,-6.1,59372407915,32612,-2427,-6.9,7651776,431,923
6,6,0,OLD,20068576,그날의 분위기,2016-01-14,222073100,4.7,-61627600,-21.7,4603525212,26903,-7783,-22.4,578520,389,1046
7,7,1,OLD,20150025,내부자들: 디 오리지널,2015-12-31,202738900,4.3,-34379400,-14.5,16243100775,24128,-4095,-14.5,1989497,374,664
8,8,-1,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,159166600,3.4,-41198600,-20.6,460481700,23593,-6142,-20.7,68553,193,625
9,9,0,OLD,20157158,구스범스,2016-01-14,114495900,2.4,-17217700,-13.1,2139368412,14802,-2546,-14.7,285903,233,431
10,10,0,OLD,20150461,스티브 잡스,2016-01-21,82305400,1.7,-26700956,-24.5,336402107,10180,-3205,-23.9,42317,343,768
1,1,1,OLD,20158483,오빠생각,2016-01-21,423133400,26.9,-743432300,-63.7,4346827831,57761,-88358,-60.5,559851,771,3637
2,2,-1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,359763800,22.9,-918509800,-71.9,12700111150,46540,-105326,-69.4,1567334,749,2684
3,3,1,OLD,20159199,빅쇼트,2016-01-21,178262500,11.3,-265246900,-59.8,1620451807,22911,-28777,-55.7,194806,433,1447
4,4,2,OLD,20068576,그날의 분위기,2016-01-14,108290800,6.9,-113782300,-51.2,4711816012,14311,-12592,-46.8,592831,364,1082
5,5,0,OLD,20136068,히말라야,2015-12-16,93181500,5.9,-169977900,-64.6,59465589415,12647,-19965,-61.2,7664423,408,911
6,6,-3,OLD,20155422,굿 다이노,2016-01-07,85498900,5.4,-337009200,-79.8,9300910938,12315,-43143,-77.8,1263239,422,947
7,7,0,OLD,20150025,내부자들: 디 오리지널,2015-12-31,76793600,4.9,-125945300,-62.1,16319894375,10036,-14092,-58.4,1999533,367,699
8,8,1,OLD,20157158,구스범스,2016-01-14,36023400,2.3,-78472500,-68.5,2175391812,5003,-9799,-66.2,290906,228,425
9,9,1,OLD,20150461,스티브 잡스,2016-01-21,34089700,2.2,-48215700,-58.6,370491807,4588,-5592,-54.9,46905,327,743
10,10,-2,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,21734300,1.4,-137432300,-86.3,482216000,3220,-20373,-86.4,71773,146,371
1,1,0,OLD,20158483,오빠생각,2016-01-21,444416000,28,21282600,5,4791243831,61529,3768,6.5,621380,788,3657
2,2,0,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,335826800,21.2,-23937000,-6.7,13035937950,43770,-2770,-6,1611104,756,2692
3,3,0,OLD,20159199,빅쇼트,2016-01-21,172576600,10.9,-5685900,-3.2,1793028407,22227,-684,-3,217033,428,1444
4,4,0,OLD,20068576,그날의 분위기,2016-01-14,108192300,6.8,-98500,-0.1,4820008312,14301,-10,-0.1,607132,369,1086
5,5,1,OLD,20155422,굿 다이노,2016-01-07,93915300,5.9,8416400,9.8,9394826238,13983,1668,13.5,1277222,435,975
6,6,-1,OLD,20136068,히말라야,2015-12-16,97210800,6.1,4029300,4.3,59562800215,13417,770,6.1,7677840,407,922
7,7,0,OLD,20150025,내부자들: 디 오리지널,2015-12-31,77574100,4.9,780500,1,16397468475,10227,191,1.9,2009760,361,700
8,8,0,OLD,20157158,구스범스,2016-01-14,40148900,2.5,4125500,11.5,2215540712,5636,633,12.7,296542,230,430
9,9,0,OLD,20150461,스티브 잡스,2016-01-21,35151700,2.2,1062000,3.1,405643507,4720,132,2.9,51625,336,735
10,10,0,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,27925300,1.8,6191000,28.5,510141300,4307,1087,33.8,76080,156,399
1,1,0,OLD,20158483,오빠생각,2016-01-21,441099200,23,-3316800,-0.7,5232343031,75302,13773,22.4,696682,684,2951
2,2,0,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,362775300,18.9,26948500,8,13398713250,59245,15475,35.4,1670349,671,2443
3,3,28,OLD,20157466,"로봇, 소리",2016-01-27,309466700,16.1,307378700,14721.2,611988800,52321,52060,19946.4,88571,601,2607
4,4,-1,OLD,20159199,빅쇼트,2016-01-21,201988100,10.5,29411500,17,1995016507,34450,12223,55,251483,406,1288
5,5,-1,OLD,20068576,그날의 분위기,2016-01-14,96400500,5,-11791800,-10.9,4916408812,16109,1808,12.6,623241,313,838
6,6,0,OLD,20136068,히말라야,2015-12-16,85183000,4.4,-12027800,-12.4,59647983215,14107,690,5.1,7691947,365,768
7,7,-2,OLD,20155422,굿 다이노,2016-01-07,87586100,4.6,-6329200,-6.7,9482412338,14056,73,0.5,1291278,406,881
8,8,-1,OLD,20150025,내부자들: 디 오리지널,2015-12-31,74026900,3.9,-3547200,-4.6,16471495375,12228,2001,19.6,2021988,307,566
9,9,-1,OLD,20157158,구스범스,2016-01-14,31233500,1.6,-8915400,-22.2,2246774212,5113,-523,-9.3,301655,188,358
10,10,-1,OLD,20150461,스티브 잡스,2016-01-21,29566400,1.5,-5585300,-15.9,435209907,4797,77,1.6,56422,267,508
1,1,24,OLD,20151803,쿵푸팬더3,2016-01-28,1658416200,60.3,1651115200,22614.9,1684599200,222044,221420,35484,224499,1126,6583
2,2,-1,OLD,20158483,오빠생각,2016-01-21,246642900,9,-194456300,-44.1,5478985931,34428,-40874,-54.3,731110,490,1834
3,3,0,OLD,20157466,"로봇, 소리",2016-01-27,224924500,8.2,-84542200,-27.3,836913300,30475,-21846,-41.8,119046,609,2568
4,4,-2,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,225229200,8.2,-137546100,-37.9,13623942450,29978,-29267,-49.4,1700327,534,1695
5,5,-1,OLD,20159199,빅쇼트,2016-01-21,112621300,4.1,-89366800,-44.2,2107637807,14499,-19951,-57.9,265982,323,783
6,6,0,OLD,20136068,히말라야,2015-12-16,39176100,1.4,-46006900,-54,59687159315,5339,-8768,-62.2,7697286,208,376
7,7,1,OLD,20150025,내부자들: 디 오리지널,2015-12-31,38556800,1.4,-35470100,-47.9,16510052175,5037,-7191,-58.8,2027025,164,272
8,8,-3,OLD,20068576,그날의 분위기,2016-01-14,31250500,1.1,-65150000,-67.6,4947659312,4229,-11880,-73.7,627470,114,265
9,9,-2,OLD,20155422,굿 다이노,2016-01-07,24433400,0.9,-63152700,-72.1,9506845738,3590,-10466,-74.5,1294868,184,273
10,10,4,OLD,20159445,세기의 매치,2016-01-28,22308500,0.8,10260500,85.2,41242100,3112,1606,106.6,5692,187,413
1,1,0,OLD,20151803,쿵푸팬더3,2016-01-28,1702980869,55.8,44564669,2.7,3387580069,215077,-6967,-3.1,439576,1177,6915
2,2,0,OLD,20158483,오빠생각,2016-01-21,283074460,9.3,36431560,14.8,5762060391,37166,2738,8,768276,515,1915
3,3,1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,294374331,9.6,69145131,30.7,13918316781,36282,6304,21,1736609,549,1731
4,4,-1,OLD,20157466,"로봇, 소리",2016-01-27,260720371,8.5,35795871,15.9,1097633671,33754,3279,10.8,152800,573,2488
5,5,0,OLD,20159199,빅쇼트,2016-01-21,156626500,5.1,44005200,39.1,2264264307,18524,4025,27.8,284506,330,821
6,6,0,OLD,20136068,히말라야,2015-12-16,50611600,1.7,11435500,29.2,59737770915,6413,1074,20.1,7703699,213,385
7,7,0,OLD,20150025,내부자들: 디 오리지널,2015-12-31,52596700,1.7,14039900,36.4,16562648875,6391,1354,26.9,2033416,171,284
8,8,0,OLD,20068576,그날의 분위기,2016-01-14,35110600,1.1,3860100,12.4,4982769912,4385,156,3.7,631855,127,272
9,9,0,OLD,20155422,굿 다이노,2016-01-07,25179200,0.8,745800,3.1,9532024938,3573,-17,-0.5,1298441,186,268
10,10,2,OLD,20145507,검사외전,2016-02-03,29793000,1,17856000,149.6,66690000,3285,1777,117.8,8066,14,14
1,1,0,OLD,20151803,쿵푸팬더3,2016-01-28,4704804151,63.9,3001823282,176.3,8092384220,590272,375195,174.4,1029848,1365,8061
2,2,2,OLD,20157466,"로봇, 소리",2016-01-27,572199074,7.8,311478703,119.5,1669832745,76161,42407,125.6,228961,580,2420
3,3,-1,OLD,20158483,오빠생각,2016-01-21,583659075,7.9,300584615,106.2,6345719466,75252,38086,102.5,843528,534,1920
4,4,-1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,614069049,8.3,319694718,108.6,14532385830,74980,38698,106.7,1811589,560,1699
5,5,0,OLD,20159199,빅쇼트,2016-01-21,301727100,4.1,145100600,92.6,2565991407,35131,16607,89.7,319637,333,784
6,6,7,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,80903900,1.1,61983400,327.6,654344700,11830,8955,311.5,97598,116,188
7,7,0,OLD,20150025,내부자들: 디 오리지널,2015-12-31,97038900,1.3,44442200,84.5,16659687775,11678,5287,82.7,2045094,176,282
8,8,1,OLD,20155422,굿 다이노,2016-01-07,88165400,1.2,62986200,250.2,9620190338,11649,8076,226,1310090,199,288
9,9,-3,OLD,20136068,히말라야,2015-12-16,88397900,1.2,37786300,74.7,59826168815,11084,4671,72.8,7714783,221,376
10,10,-2,OLD,20068576,그날의 분위기,2016-01-14,53110200,0.7,17999600,51.3,5035880112,6650,2265,51.7,638505,125,259
1,1,0,OLD,20151803,쿵푸팬더3,2016-01-28,4558125300,65.5,-146678851,-3.1,12650509520,572182,-18090,-3.1,1602030,1361,7880
2,2,0,OLD,20157466,"로봇, 소리",2016-01-27,523607100,7.5,-48591974,-8.5,2193439845,69800,-6361,-8.4,298761,575,2286
3,3,1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,539689400,7.7,-74379649,-12.1,15072075230,66266,-8714,-11.6,1877855,563,1662
4,4,-1,OLD,20158483,오빠생각,2016-01-21,509191800,7.3,-74467275,-12.8,6854911266,65458,-9794,-13,908986,535,1860
5,5,0,OLD,20159199,빅쇼트,2016-01-21,270677900,3.9,-31049200,-10.3,2836669307,31655,-3476,-9.9,351292,329,774
6,6,0,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,83408200,1.2,2504300,3.1,737752900,12217,387,3.3,109815,132,216
7,7,1,OLD,20155422,굿 다이노,2016-01-07,89490400,1.3,1325000,1.5,9709680738,11776,127,1.1,1321866,208,300
8,8,1,OLD,20136068,히말라야,2015-12-16,86636900,1.2,-1761000,-2,59912805715,10796,-288,-2.6,7725579,218,355
9,9,-2,OLD,20150025,내부자들: 디 오리지널,2015-12-31,82044800,1.2,-14994100,-15.5,16741732575,10016,-1662,-14.2,2055110,182,290
10,10,0,OLD,20068576,그날의 분위기,2016-01-14,50612500,0.7,-2497700,-4.7,5086492612,6317,-333,-5,644822,122,258
1,1,0,OLD,20151803,쿵푸팬더3,2016-01-28,794015300,51.6,-3764110000,-82.6,13444524820,103087,-469095,-82,1705117,1162,6501
2,2,2,OLD,20158483,오빠생각,2016-01-21,147632300,9.6,-361559500,-71,7002543566,20434,-45024,-68.8,929420,499,1757
3,3,-1,OLD,20157466,"로봇, 소리",2016-01-27,137715400,8.9,-385891700,-73.7,2331155245,19185,-50615,-72.5,317946,516,2069
4,4,-1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,144724600,9.4,-394964800,-73.2,15216799830,19165,-47101,-71.1,1897020,529,1607
5,5,0,OLD,20159199,빅쇼트,2016-01-21,97934200,6.4,-172743700,-63.8,2934603507,12600,-19055,-60.2,363892,323,817
6,6,0,NEW,20145507,검사외전,2016-02-03,39838000,2.6,39838000,100,106528000,4942,4942,100,13008,20,20
7,7,2,OLD,20150025,내부자들: 디 오리지널,2015-12-31,32621100,2.1,-49423700,-60.2,16774353675,4262,-5754,-57.4,2059372,180,308
8,8,0,OLD,20136068,히말라야,2015-12-16,28326100,1.8,-58310800,-67.3,59941131815,3759,-7037,-65.2,7729338,203,376
9,9,1,OLD,20068576,그날의 분위기,2016-01-14,20780500,1.3,-29832000,-58.9,5107273112,2750,-3567,-56.5,647572,116,255
10,10,1,OLD,20159445,세기의 매치,2016-01-28,10661500,0.7,-15808100,-59.7,130392200,1463,-1891,-56.4,17079,173,301
1,1,0,OLD,20151803,쿵푸팬더3,2016-01-28,717373100,50.9,-76642200,-9.7,14161897920,94681,-8406,-8.2,1799798,1171,6366
2,2,0,OLD,20158483,오빠생각,2016-01-21,129406900,9.2,-18225400,-12.3,7131950466,18003,-2431,-11.9,947423,503,1711
3,3,1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,129059900,9.2,-15664700,-10.8,15345859730,17220,-1945,-10.1,1914240,522,1581
4,4,-1,OLD,20157466,"로봇, 소리",2016-01-27,125803200,8.9,-11912200,-8.6,2456958445,17114,-2071,-10.8,335060,540,2054
5,5,0,OLD,20159199,빅쇼트,2016-01-21,90291500,6.4,-7642700,-7.8,3024895007,11635,-965,-7.7,375527,319,805
6,6,2,OLD,20136068,히말라야,2015-12-16,28597100,2,271000,1,59969728915,4035,276,7.3,7733373,211,381
7,7,0,OLD,20150025,내부자들: 디 오리지널,2015-12-31,30256500,2.1,-2364600,-7.2,16804610175,3955,-307,-7.2,2063327,186,316
8,8,1,OLD,20068576,그날의 분위기,2016-01-14,19384000,1.4,-1396500,-6.7,5126657112,2573,-177,-6.4,650145,115,259
9,9,6,OLD,20158882,유스,2016-01-07,16436800,1.2,10058800,157.7,566741900,2412,1583,191,73034,65,77
10,10,1,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,13162900,0.9,4318700,48.8,759760000,1990,686,52.6,113109,106,156
1,1,0,NEW,20145507,검사외전,2016-02-03,3954268800,83.9,3954268800,100,4060796800,526680,526680,100,539688,1268,6782
2,2,-1,OLD,20151803,쿵푸팬더3,2016-01-28,480880300,10.2,-236492800,-33,14642778220,63791,-30890,-32.6,1863589,886,4282
3,3,1,OLD,20157466,"로봇, 소리",2016-01-27,43569400,0.9,-82233800,-65.4,2500527845,7058,-10056,-58.8,342118,316,784
4,4,-1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,43103800,0.9,-85956100,-66.6,15388963530,5720,-11500,-66.8,1919960,327,675
5,5,-3,OLD,20158483,오빠생각,2016-01-21,39171600,0.8,-90235300,-69.7,7171122066,5495,-12508,-69.5,952918,369,791
6,6,-1,OLD,20159199,빅쇼트,2016-01-21,34458800,0.7,-55832700,-61.8,3059353807,4424,-7211,-62,379951,184,363
7,7,0,NEW,20150977,좋아해줘,2016-02-17,12232000,0.3,12232000,100,12232000,1631,1631,100,1631,5,7
8,8,2,OLD,20150566,극장판 꼬마버스 타요의 에이스 구출작전,2016-01-21,8957700,0.2,-4205200,-31.9,768717700,1398,-592,-29.7,114507,80,100
9,9,-2,OLD,20150025,내부자들: 디 오리지널,2015-12-31,9019400,0.2,-21237100,-70.2,16813629575,1183,-2772,-70.1,2064510,98,140
10,10,8,OLD,20150903,번개맨,2016-02-11,8606000,0.2,3686000,74.9,15190000,973,363,59.5,1791,5,5
1,1,0,OLD,20145507,검사외전,2016-02-03,3496097100,79.9,-458171700,-11.6,7556893900,466676,-60004,-11.4,1006364,1418,7359
2,2,0,OLD,20151803,쿵푸팬더3,2016-01-28,466487400,10.7,-14392900,-3,15109265620,61941,-1850,-2.9,1925530,853,4005
3,3,21,OLD,20150942,캐롤,2016-02-04,100429300,2.3,98133300,4274.1,140302300,13134,12878,5030.5,17476,153,391
4,4,85,OLD,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,58011900,1.3,57987900,241616.3,82771900,8575,8571,214275,11429,350,679
5,5,-2,OLD,20157466,"로봇, 소리",2016-01-27,45623400,1,2054000,4.7,2546151245,7318,260,3.7,349436,277,704
6,6,-1,OLD,20158483,오빠생각,2016-01-21,38871400,0.9,-300200,-0.8,7209993466,5893,398,7.2,958811,343,625
7,7,-3,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,29801000,0.7,-13302800,-30.9,15418764530,3924,-1796,-31.4,1923884,229,401
8,8,-2,OLD,20159199,빅쇼트,2016-01-21,23930600,0.5,-10528200,-30.6,3083284407,3040,-1384,-31.3,382991,111,208
9,9,80,OLD,20159657,최강전사 미니특공대: 영웅의 탄생,2016-02-04,21184500,0.5,21163500,100778.6,39477500,2955,2951,73775,5243,262,359
10,10,0,NEW,20156080,나쁜놈은 죽는다,2016-02-04,9222000,0.2,9222000,100,10797000,1285,1285,100,1460,129,244
1,1,0,OLD,20145507,검사외전,2016-02-03,4894823408,79.6,1398726308,40,12451717308,610145,143469,30.7,1616509,1459,7809
2,2,0,OLD,20151803,쿵푸팬더3,2016-01-28,765300492,12.4,298813092,64.1,15874566112,94504,32563,52.6,2020034,836,4117
3,3,0,OLD,20150942,캐롤,2016-02-04,128184600,2.1,27755300,27.6,268486900,15242,2108,16,32718,172,440
4,4,0,OLD,20159059,앨빈과 슈퍼밴드: 악동 어드벤처,2016-02-04,69341000,1.1,11329100,19.5,152112900,9771,1196,13.9,21200,350,681
5,5,0,OLD,20157466,"로봇, 소리",2016-01-27,57427864,0.9,11804464,25.9,2603579109,8555,1237,16.9,357991,295,762
6,6,1,OLD,20154001,레버넌트: 죽음에서 돌아온 자,2016-01-14,50856800,0.8,21055800,70.7,15469621330,6106,2182,55.6,1929990,235,421
